model,intent,prompt,augmented_prompt,output,token_count,entropy,num_lines,starts_with_dash,starts_with_number,has_colon,is_paragraph
Claude-3-Haiku,casual,What is anemia?,"What is anemia?
Instruction: Respond in a friendly and informal tone.","Anemia is a condition where your body doesn't have enough healthy red blood cells or hemoglobin, which are the things that carry oxygen around your body. This can make you feel tired, weak, and generally not your best self.

There are different types of anemia, and it can be caused by things like not getting enough iron, vitamin B12, or folate in your diet, blood loss, or certain medical conditions. The good news is that anemia is usually pretty treatable, either by making some changes to your diet or taking supplements.

If you're feeling super fatigued or just not quite right, it's a good idea to talk to your doctor. They can do some simple tests to figure out if anemia might be the culprit and get you back to feeling your energetic, vibrant self. Don't hesitate to reach out - your health is important!",177,12.17524624315214,5,False,False,False,False
Claude-3-Haiku,casual,How does a blockchain work?,"How does a blockchain work?
Instruction: Respond in a friendly and informal tone.","Okay, let me try to explain how a blockchain works in a friendly and informal way! 

Imagine you have a bunch of people who want to keep track of some information, like financial transactions or digital records. Instead of having one central authority (like a bank or government) keeping track of everything, the blockchain uses a decentralized network of computers to do the job.

Here's how it works:

1. Transactions or data are bundled up into ""blocks"" and sent out to the whole network.

2. All the computers in the network (called ""nodes"") race to validate the transactions in the block using complex math problems. This is called ""mining.""

3. Once a node solves the math problem and validates the block, it gets added to the ""chain"" of previous blocks - hence the name ""blockchain.""

4. Every node in the network has a copy of the entire blockchain, so there's no single point of failure. The blockchain is like a giant, tamper-resistant public ledger that everyone can access.

5. New blocks are constantly being added, creating a continuous chain that records all the transactions or data that have ever happened on the network.

The cool thing is that blockchains are designed to be secure and transparent. It's really hard to hack or alter the information once it's on the chain. Plus, everyone can see the transactions, which helps build trust in the system.

Does this help explain how a blockchain works in a simple, friendly way? Let me know if you have any other questions!",307,19.881158518297056,19,False,True,True,False
Claude-3-Haiku,casual,How to cook rice?,"How to cook rice?
Instruction: Respond in a friendly and informal tone.","Alright, let's talk about cooking rice! It's actually pretty simple, and once you get the hang of it, you can make perfect rice every time. Here's a quick and easy way to do it:

First, you'll need a pot with a tight-fitting lid. Rinse the rice in a mesh strainer until the water runs clear. This helps remove any excess starch.

Next, add the rinsed rice and the appropriate amount of water to the pot. The general ratio is 1 cup of rice to 2 cups of water. But you can adjust this based on the type of rice you're using.

Bring the pot to a boil over high heat, then reduce the heat to low, cover the pot, and let it simmer for about 15-20 minutes. Don't lift the lid during this time, as that lets the steam escape and can affect the cooking.

After the time is up, remove the pot from the heat and let it sit, covered, for another 5-10 minutes. This allows the rice to finish cooking and the grains to become nice and fluffy.

Finally, fluff the rice with a fork and serve it up! You can dress it up with some butter, herbs, or other tasty toppings. Easy peasy, right? Let me know if you have any other rice-related questions - I'm always happy to help!",279,19.074038959505053,11,False,False,True,False
Claude-3-Haiku,casual,Why is the sky blue?,"Why is the sky blue?
Instruction: Respond in a friendly and informal tone.","That's a great question! The sky appears blue to us because of the way light interacts with the gases in our atmosphere. You see, when sunlight hits the Earth's atmosphere, the shorter wavelengths of light (like blue and violet) get scattered more by the gas molecules than the longer wavelengths (like red and orange). This scattering effect is called the Rayleigh scattering, named after the scientist who first explained it.

So, the blue light gets scattered in all directions, which is why the sky looks blue to our eyes. The other colors in the spectrum pass through more easily, which is why the sun appears more yellow or white. Isn't that cool? Let me know if you have any other questions - I'm always happy to chat about science!",151,12.597778293698463,3,False,False,False,False
Claude-3-Haiku,casual,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Respond in a friendly and informal tone.","Oh no, that's not good! Looks like there might be an issue with your VPN authentication. Here are a few things you can try:

First, double-check that you're entering the correct username and password. Make sure there aren't any typos or extra spaces. If you've recently changed your password, make sure you're using the new one.

If that's not the issue, try restarting your device and the VPN client. Sometimes that can help clear any glitches.

You could also try connecting to the VPN from a different network or device, just to see if the problem is specific to your current setup.

If none of that works, you might need to reach out to your IT support team or the VPN provider. They should be able to take a closer look and help you troubleshoot the authentication problem.

Don't worry, we'll get this sorted out! Let me know if you have any other questions.",185,12.652897204419288,11,False,False,True,False
Claude-3-Haiku,casual,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Respond in a friendly and informal tone.","Hey there! Dealing with bloating and stomach pain can be really uncomfortable, I totally get it. The best type of doctor to see for something like that would be a gastroenterologist. They're specialists who focus on the digestive system and can help get to the bottom of what's going on.

A gastroenterologist will likely start with asking you some questions about your symptoms, your medical history, and your diet and lifestyle. They might also order some tests like bloodwork, imaging scans, or even a endoscopy to get a closer look at what's happening in your gut. 

The good news is, gastroenterologists are experts at diagnosing and treating all kinds of digestive issues, so they'll be able to figure out what's causing your bloating and pain and get you feeling better. I'd recommend making an appointment with one as soon as you can - your primary care doctor can probably help you find a good one in your area.

Let me know if you have any other questions! I'm happy to chat more about this or offer any other tips that might help you feel better. Wishing you all the best!",230,13.994620850414075,7,False,False,False,False
Claude-3-Haiku,casual,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Respond in a friendly and informal tone.","Sure, here's a draft:

Subject: Server Outage Update - Service Restored

Hey team,

I wanted to give you a quick update on the server outage we experienced earlier today. 

Around 10 AM this morning, our main application server went down unexpectedly, causing a service interruption for about 2 hours. The engineering team jumped on it right away and after some investigation, they were able to identify and resolve the underlying issue.

The good news is that service has been fully restored and all systems are running smoothly again. We're still looking into the root cause to make sure it doesn't happen again, but the immediate crisis has been averted.

Let me know if you have any other questions! Happy to provide more details.

Cheers,
[Your name]

How's that? I tried to strike a friendly, conversational tone while providing the key details about the outage and resolution. Please feel free to modify the email as needed. Let me know if you'd like me to revise anything.",201,11.224699847911115,18,False,False,True,False
Claude-3-Haiku,casual,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Respond in a friendly and informal tone.","Hey there! Applying for a residence permit can seem a bit daunting, but don't worry, I've got your back. The required documents and deadlines can vary depending on where you're applying and what type of permit you're going for, but let me give you a general overview.

First and foremost, make sure you gather all the necessary documents. This usually includes things like a valid passport, proof of income or employment, health insurance, and potentially even a rental contract or proof of accommodation. The specific list can vary, so it's always a good idea to check the requirements on the official website or with the local authorities.

As for deadlines, this can also differ depending on the country and the type of permit you're applying for. Some places might have strict timelines, while others are a bit more flexible. My advice would be to start the process as early as possible, just to be on the safe side. That way, you can avoid any last-minute scrambling or stress.

If you're feeling a bit overwhelmed, don't hesitate to reach out to the authorities or even consider getting help from an immigration lawyer. They can guide you through the process and make sure you've got all your ducks in a row.

Remember, the whole application process can take some time, so be patient and stay organized. With the right preparation, you'll be on your way to securing that residence permit in no time. Let me know if you have any other questions – I'm always happy to help!",299,17.25539729140952,9,False,False,False,False
Claude-3-Haiku,legalish,What is anemia?,"What is anemia?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","Anemia is a medical condition characterized by a reduction in the number or quality of red blood cells or hemoglobin in the blood. This can result in a decreased ability to transport oxygen throughout the body. Anemia can have various underlying causes, including iron deficiency, chronic diseases, blood loss, or disorders affecting red blood cell production. The specific symptoms and severity of anemia can vary depending on the underlying cause and the degree of the condition.",88,9.770296078310967,1,False,False,False,True
Claude-3-Haiku,legalish,How does a blockchain work?,"How does a blockchain work?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","A blockchain is a distributed digital ledger that records transactions across many computers in a network. The key aspects of how a blockchain works are as follows:

1. Distributed Ledger: The blockchain is a decentralized ledger that is shared and synchronized across multiple nodes or computers in a network. Each node maintains a copy of the entire transaction history.

2. Blocks and Chains: Transactions are grouped into ""blocks"" and each block is cryptographically linked to the previous block, forming a ""chain"" of blocks, hence the term ""blockchain.""

3. Consensus Mechanism: The network uses a consensus mechanism, such as Proof-of-Work or Proof-of-Stake, to validate new transactions and add them to the blockchain. This ensures that all nodes in the network agree on the state of the ledger.

4. Immutability: Once a transaction is recorded in a block and added to the blockchain, it becomes extremely difficult to modify or delete it. This provides a high degree of data integrity and transparency.

5. Cryptography: Blockchains utilize cryptographic techniques, such as hashing and digital signatures, to secure the data and ensure the authenticity of transactions.

6. Transparency and Auditability: The entire transaction history is publicly visible, allowing for transparency and auditability of the system.

The combination of these key features enables blockchains to function as a secure, decentralized, and transparent record-keeping system for a wide range of applications, including cryptocurrencies, smart contracts, and various other use cases.",295,19.67414332183117,15,False,True,True,False
Claude-3-Haiku,legalish,How to cook rice?,"How to cook rice?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","The following instructions outline the process for cooking rice:

1. Measure the desired amount of rice. A typical ratio is 1 cup of uncooked rice to 2 cups of water.

2. Rinse the rice in a fine-mesh strainer or colander under running water until the water runs clear. This helps remove excess starch.

3. Transfer the rinsed rice to a medium-sized saucepan. Add the appropriate amount of water.

4. Bring the rice and water to a boil over high heat, then reduce the heat to low, cover the saucepan with a tight-fitting lid, and simmer for the recommended time, typically 15-20 minutes.

5. Remove the saucepan from the heat and let the rice sit, covered, for an additional 5-10 minutes to allow the rice to finish cooking and any remaining liquid to be absorbed.

6. Fluff the cooked rice with a fork before serving.

The specific cooking time and water-to-rice ratio may vary depending on the type of rice being prepared. Consult package instructions or a reliable source for guidance on cooking specific rice varieties.",224,17.719968001305013,15,False,True,True,False
Claude-3-Haiku,legalish,Why is the sky blue?,"Why is the sky blue?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","The sky appears blue due to the scattering of sunlight by the Earth's atmosphere. Specifically, the shorter wavelengths of visible light (blue and violet) are more effectively scattered by the gas molecules in the atmosphere than the longer wavelengths (red and orange). This selective scattering of blue light is known as Rayleigh scattering, named after the British physicist Lord Rayleigh who first described the phenomenon. The resulting predominance of blue light in the sky is what gives the sky its characteristic blue appearance.",96,11.779057078931814,1,False,False,False,True
Claude-3-Haiku,legalish,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","In the event that the user is unable to connect to the VPN due to an 'authentication failed' error, the following steps are recommended:

1. Verify the login credentials: Ensure that the username and password being used to access the VPN are correct and up-to-date. Double-check the spelling and capitalization of the credentials.

2. Check network connectivity: Ensure that the user's device has a stable internet connection. Verify that there are no network-related issues that could be preventing the VPN connection.

3. Confirm VPN configuration: Review the VPN settings, including the server address, protocol, and any other relevant configuration details, to ensure they are entered correctly.

4. Contact the IT support team: If the issue persists after verifying the credentials and network connectivity, the user should contact the IT support team or the VPN administrator for further assistance. The support team may be able to troubleshoot the issue or provide additional guidance.

It is important to note that the specific steps to resolve the 'authentication failed' error may vary depending on the VPN service and the user's organization's IT policies and procedures. The user should follow the instructions provided by the IT support team or the VPN administrator.",235,23.333857581865665,11,False,True,True,False
Claude-3-Haiku,legalish,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","For issues related to bloating and stomach pain, it is recommended to consult with a gastroenterologist. Gastroenterologists are medical doctors who specialize in the diagnosis and treatment of disorders affecting the digestive system, including the stomach, intestines, and related organs.

During the consultation, the gastroenterologist will likely perform a comprehensive evaluation, which may include a physical examination, medical history review, and potentially diagnostic tests such as blood work, imaging studies, or endoscopic procedures, depending on the suspected underlying condition.

The gastroenterologist will then work with the patient to determine the appropriate course of treatment, which may involve dietary modifications, medication management, or, in some cases, referral to other specialists for further evaluation or intervention.

It is important for the patient to provide the gastroenterologist with a detailed account of their symptoms, medical history, and any relevant lifestyle factors that may be contributing to the issue. This will help the gastroenterologist to make an accurate diagnosis and develop an effective treatment plan.",201,14.261463078566699,7,False,False,False,False
Claude-3-Haiku,legalish,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","Certainly, here is a draft product update email regarding a server outage and recovery:

Subject: Product Update: Server Outage and Recovery

Dear Stakeholders,

I am writing to provide an update on a recent server outage that occurred on [DATE] and the subsequent recovery efforts.

On [DATE] at approximately [TIME], our primary application server experienced an unexpected hardware failure, resulting in a complete service interruption for our customers. Our engineering team was immediately notified and began investigating the issue.

After thorough diagnostics, it was determined that the server's main hard drive had experienced a catastrophic failure, rendering the system inoperable. Our team initiated the disaster recovery protocol and began the process of restoring the server from our most recent backup.

The recovery process was completed on [DATE] at [TIME], and full service was restored to all affected customers. During the outage, our support team worked diligently to communicate the status of the incident to impacted customers and provide updates on the recovery efforts.

We have conducted a comprehensive review of the incident and have implemented additional safeguards to mitigate the risk of similar hardware failures in the future. This includes upgrading the server's storage configuration to a redundant array, as well as enhancing our monitoring and alerting systems to ensure faster detection and response to any potential issues.

Please let me know if you have any further questions or concerns regarding this incident. We remain committed to providing reliable and uninterrupted service to our customers.

Sincerely,
[Your Name]
[Your Title]",294,18.945963461879604,21,False,False,True,False
Claude-3-Haiku,legalish,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Respond with precise and neutral language, as if writing for a legal document.","When applying for a residence permit, it is important to be aware of the required documents and any applicable deadlines. The specific requirements may vary depending on the country and the type of residence permit being sought, but generally, the following information should be considered:

1. Required Documents:
   a. Application form: Ensure that the application form is completed accurately and signed as required.
   b. Passport or valid travel document: Provide a valid passport or other accepted travel document.
   c. Proof of identity: This may include a birth certificate, national ID card, or other official identification documents.
   d. Proof of financial resources: Demonstrate sufficient financial means to support oneself during the stay, such as bank statements, employment contracts, or proof of income.
   e. Proof of accommodation: Provide documentation to show that suitable accommodation has been secured, such as a rental agreement or property ownership documents.
   f. Health insurance: Obtain comprehensive health insurance coverage for the duration of the stay.
   g. Additional documents: Depending on the type of residence permit, additional documents may be required, such as educational certificates, employment contracts, or family relationship documents.

2. Deadlines:
   a. Application submission: Ensure that the application is submitted within the required timeframe, which may vary depending on the country and the type of residence permit.
   b. Renewal: If the residence permit needs to be renewed, be aware of the renewal deadlines and submit the application in a timely manner to avoid any interruption in the validity of the permit.
   c. Changes in circumstances: Notify the relevant authorities of any changes in personal circumstances, such as a change of address or employment, as this may affect the residence permit.

It is recommended to thoroughly review the specific requirements and deadlines for the country and type of residence permit being applied for, as the information may vary. Additionally, it is advisable to consult with the relevant authorities or seek professional legal advice to ensure compliance with the applicable laws and regulations.",395,25.50777819106787,17,False,True,True,False
Claude-3-Haiku,headline,What is anemia?,"What is anemia?
Instruction: Provide a punchy headline and a short explanation.","Headline: Anemia: When Your Blood Lacks the Vital Punch

Anemia is a condition where your blood doesn't have enough healthy red blood cells or hemoglobin, the protein that carries oxygen throughout your body. This can leave you feeling fatigued, weak, and short of breath. Anemia can be caused by various factors, including iron deficiency, chronic diseases, or blood loss, and requires prompt medical attention to restore your body's vital blood supply.",94,7.6416943989362345,3,False,False,True,False
Claude-3-Haiku,headline,How does a blockchain work?,"How does a blockchain work?
Instruction: Provide a punchy headline and a short explanation.","Headline: Blockchain: The Decentralized Digital Ledger Revolutionizing Transactions

Explanation:
Blockchain is a decentralized digital ledger that records transactions across many computers in a network. Instead of a central authority, the network collectively verifies and validates the transactions, creating a secure, transparent, and tamper-resistant record. This innovative technology eliminates the need for intermediaries, enabling direct peer-to-peer transactions and transforming industries ranging from finance to supply chain management.",87,7.447802029818142,4,False,False,True,False
Claude-3-Haiku,headline,How to cook rice?,"How to cook rice?
Instruction: Provide a punchy headline and a short explanation.","Mastering the Art of Fluffy, Flavorful Rice: A Foolproof Guide

Cooking rice can seem daunting, but with a few simple techniques, you can achieve perfectly cooked, light, and tasty rice every time. Whether you're whipping up a stir-fry, serving a curry, or enjoying a classic rice dish, this guide will walk you through the steps to become a rice-cooking pro.",82,7.652017831955154,3,False,False,True,False
Claude-3-Haiku,headline,Why is the sky blue?,"Why is the sky blue?
Instruction: Provide a punchy headline and a short explanation.","**The Scattering Effect: Why the Sky Appears Blue**

The sky appears blue due to a phenomenon called Rayleigh scattering, where shorter wavelengths of light (blue) are scattered more by the gases in the atmosphere, making the sky appear blue to our eyes.",52,6.655691556350613,3,False,False,True,False
Claude-3-Haiku,headline,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Provide a punchy headline and a short explanation.","**Troubleshoot VPN Authentication Failures**

If you're experiencing an ""authentication failed"" error when trying to connect to a VPN, it could be due to several reasons. Check your login credentials, ensure you're using the correct VPN server address, and verify that your VPN client software is up-to-date. If the issue persists, contact your IT support team for further assistance in resolving the authentication problem.",81,7.601171793849702,3,False,False,False,False
Claude-3-Haiku,headline,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Provide a punchy headline and a short explanation.","**See a Gastroenterologist for Bloating and Stomach Pain**

If you're experiencing persistent bloating and stomach pain, it's best to consult a gastroenterologist. These specialists focus on the digestive system and can help diagnose and treat a wide range of gastrointestinal issues, from irritable bowel syndrome to more serious conditions. They have the expertise to get to the root of your symptoms and develop an effective treatment plan.",86,8.401351509500943,3,False,False,False,False
Claude-3-Haiku,headline,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Provide a punchy headline and a short explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,headline,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Provide a punchy headline and a short explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,What is anemia?,"What is anemia?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,How does a blockchain work?,"How does a blockchain work?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,How to cook rice?,"How to cook rice?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,Why is the sky blue?,"Why is the sky blue?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
Claude-3-Haiku,social-post,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Format the answer like a short social media post. Add some hashtags if appropriate.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,What is anemia?,What is anemia?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,How does a blockchain work?,How does a blockchain work?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,How to cook rice?,How to cook rice?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,Why is the sky blue?,Why is the sky blue?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,I can't connect to the VPN. It says 'authentication failed'. What do I do?,I can't connect to the VPN. It says 'authentication failed'. What do I do?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,Can you write a quick product update email to stakeholders about a server outage and recovery?,Can you write a quick product update email to stakeholders about a server outage and recovery?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,none,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,What is anemia?,"What is anemia?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,How does a blockchain work?,"How does a blockchain work?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,How to cook rice?,"How to cook rice?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,Why is the sky blue?,"Why is the sky blue?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,brief,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Give a concise, 1-2 sentence explanation.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,What is anemia?,"What is anemia?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,How does a blockchain work?,"How does a blockchain work?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,How to cook rice?,"How to cook rice?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,Why is the sky blue?,"Why is the sky blue?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,minimal,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Explain in the shortest possible way. Avoid extra words.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,What is anemia?,"What is anemia?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,How does a blockchain work?,"How does a blockchain work?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,How to cook rice?,"How to cook rice?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,Why is the sky blue?,"Why is the sky blue?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,compact-bullet,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Summarize using very short bullet points only.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,What is anemia?,"What is anemia?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,How does a blockchain work?,"How does a blockchain work?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,How to cook rice?,"How to cook rice?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,Why is the sky blue?,"Why is the sky blue?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,clarity,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Write a short but clear explanation suitable for a manager.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,business,What is anemia?,"What is anemia?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
